title,author,year,day_in_year,pubdate,genre,country,in_links,article_length,page_url
Fury,Salman Rushdie,2001,28,2001,Fiction novel,Great Britain,42,1617,https://en.wikipedia.org/wiki/Fury_(Rushdie_novel)
Gabriel's Gift,Hanif Kureishi,2001,28,2001,,United Kingdom,13,1053,https://en.wikipedia.org/wiki/Gabriel%27s_Gift
Gallows Thief,Bernard Cornwell,2001,274,1 Oct 2001,Historical mystery,United Kingdom,90,2189,https://en.wikipedia.org/wiki/Gallows_Thief
Glue,Irvine Welsh,2001,28,2001,,Scotland,35,1579,https://en.wikipedia.org/wiki/Glue_(novel)
GoodKnyght!,Steve Barlow; Steve Skidmore,2001,28,2001,Fantasy novel,United Kingdom,10,797,https://en.wikipedia.org/wiki/GoodKnyght!
The Great Pyramid Robbery,Katherine Roberts,2001,246,3 September 2001,Fantasy,United Kingdom,12,893,https://en.wikipedia.org/wiki/The_Great_Pyramid_Robbery
Grimm Reality,Simon Bucher-Jones; and Kelly Hale,2001,301,October 2001,,,394,4817,https://en.wikipedia.org/wiki/Grimm_Reality
A Guide to the Perplexed,Gilad Atzmon,2001,28,2001,Novel,United States,11,1184,https://en.wikipedia.org/wiki/A_Guide_to_the_Perplexed
Half a life,V. S. Naipaul,2001,28,2001,,United Kingdom,38,1696,https://en.wikipedia.org/wiki/Half_a_Life_(novel)
Hallam Foe,Peter Jinks,2001,223,11 August 2001,,Scotland,11,821,https://en.wikipedia.org/wiki/Hallam_Foe_(novel)
The Holy Woman,Qaisra Shahraz,2001,28,2001,Novel,United Kingdom,6,893,https://en.wikipedia.org/wiki/The_Holy_Woman
Hotel World,Ali Smith,2001,88,29 March 2001,Novel,United Kingdom,46,2410,https://en.wikipedia.org/wiki/Hotel_World
Hound Music,Rosalind Belben,2001,28,2001,,United Kingdom,9,909,https://en.wikipedia.org/wiki/Hound_Music
Instruments of Darkness,Gary Russell,2001,332,November 2001,,,441,5126,https://en.wikipedia.org/wiki/Instruments_of_Darkness
Jake's Tower,Elizabeth Laird,2001,28,2001,Children novel,"UK, US",9,891,https://en.wikipedia.org/wiki/Jake%27s_Tower
Journey to the River Sea,Eva Ibbotson,2001,1,"2001 (hardcover)
|2002 (paperback)
|2011 (10 year anniversary edition)
|2014 
|2016 (paperback with updated cover)
|
2022 (paperback, fully illustrated)",fiction/adventures; Children's; adventure novel,United Kingdom,82,3939,https://en.wikipedia.org/wiki/Journey_to_the_River_Sea
Kydd (a novel),Julian Stockwin,2001,118,April 2001,Historical novel,United Kingdom,8,1217,https://en.wikipedia.org/wiki/Kydd_(novel)
The Last Hero,Terry Pratchett,2001,28,2001,Fantasy,,168,3815,https://en.wikipedia.org/wiki/The_Last_Hero
The Leap,Jonathan Stroud,2001,28,2001,Fantasy novel,United Kingdom,17,1844,https://en.wikipedia.org/wiki/The_Leap_(novel)
Legacy,Alan Judd,2001,271,Sep 2001,,United Kingdom,12,965,https://en.wikipedia.org/wiki/Legacy_(Judd_novel)
The Loveday Scandals,Kate Tremayne,2001,340,6 December 2001,"Historical; ,; Romance Novel",United Kingdom,9,798,https://en.wikipedia.org/wiki/The_Loveday_Trials
Morality for Beautiful Girls,Alexander McCall Smith,2001,28,2001,"Detective; ,; Mystery novel",Scotland,44,5533,https://en.wikipedia.org/wiki/Morality_for_Beautiful_Girls
Mortal Engines,Philip Reeve,2001,320,16 November 2001,Young adult; Steampunk; Bildungsroman,United Kingdom,133,5186,https://en.wikipedia.org/wiki/Mortal_Engines
My Summer of Love,Helen Cross,2001,28,2001,Novel,United Kingdom,13,874,https://en.wikipedia.org/wiki/My_Summer_of_Love_(novel)
Naked Came the Phoenix: A Serial Novel,"Nevada Barr; ,; Mary Jane Clark; ,; Diana Gabaldon; ,; J. A. Jance; ,; Faye Kellerman; ,; Laurie R. King; ,; Val McDermid; ,; Perri O'Shaughnessy; ,; Anne Perry; ,; Nancy Pickard; ,; J. D. Robb; ,; Lisa Scottoline; , and; Marcia Talley",2001,1,"August 15, 2001 (1st edition)",Mystery,,27,1073,https://en.wikipedia.org/wiki/Naked_Came_the_Phoenix
Never Dream of Dying,Raymond Benson,2001,28,2001,Spy fiction,United Kingdom,121,2077,https://en.wikipedia.org/wiki/Never_Dream_of_Dying
The Night of the Triffids,Simon Clark,2001,28,2001,Science fiction,United Kingdom,52,2047,https://en.wikipedia.org/wiki/The_Night_of_the_Triffids
Nothing But Blue Skies,Tom Holt,2001,28,2001,Fantasy novel,United Kingdom,23,1196,https://en.wikipedia.org/wiki/Nothing_But_Blue_Skies
Noughts & Crosses,Malorie Blackman,2001,28,2001,"Action; ,; Adventure; ,; Romance",Britain,100,7779,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)
number9dream,David Mitchell,2001,28,2001,,United Kingdom,46,4314,https://en.wikipedia.org/wiki/Number9dream
On,Adam Roberts,2001,28,2001,Science fiction,United Kingdom,21,1317,https://en.wikipedia.org/wiki/On_(novel)
On Green Dolphin Street,Sebastian Faulks,2001,28,2001,Historical fiction,United Kingdom,17,1289,https://en.wikipedia.org/wiki/On_Green_Dolphin_Street_(novel)
Manifold: Origin,Stephen Baxter,2001,28,2001,Science fiction,United Kingdom,64,2116,https://en.wikipedia.org/wiki/Origin_(Baxter_novel)
Oxygen,Andrew Miller,2001,1,6 September 2001| (|2001-09-06|),Fictional prose,England,20,1655,https://en.wikipedia.org/wiki/Oxygen_(Miller_novel)
Point Blanc,Anthony Horowitz,2001,1,"4 September 2001 U.K April 15, 2002 N.A","Adventure; ,; spy thriller; ,; thriller",United Kingdom,71,3405,https://en.wikipedia.org/wiki/Point_Blanc
Psi-ence Fiction,Chris Boucher,2001,271,September 2001,,,435,4936,https://en.wikipedia.org/wiki/Psi-ence_Fiction
The Quantum Archangel,Craig Hinton,2001,28,January 2001,,,498,5718,https://en.wikipedia.org/wiki/The_Quantum_Archangel
Rags,Mick Lewis,2001,87,March 2001,,,408,4502,https://en.wikipedia.org/wiki/Rags_(novel)
Rebecca's Tale,Sally Beauman,2001,260,17 September 2001,Novel,United Kingdom,23,1683,https://en.wikipedia.org/wiki/Rebecca%27s_Tale
The Rotters' Club,Jonathan Coe,2001,53,22 February 2001,,UK,114,2003,https://en.wikipedia.org/wiki/The_Rotters%27_Club_(novel)
Saffy's Angel,Hilary McKay,2001,28,2001,Novel,United Kingdom,15,2260,https://en.wikipedia.org/wiki/Saffy%27s_Angel
Secret Heart,David Almond,2001,28,2001 (|Hodder Children's Books|),Children's fiction,England,8,528,https://en.wikipedia.org/wiki/Secret_Heart_(book)
The Shadow in the Glass,Stephen Cole; and; Justin Richards,2001,118,April 2001,,,441,4629,https://en.wikipedia.org/wiki/The_Shadow_in_the_Glass
Sharpe's Prey,Bernard Cornwell,2001,113,23 April 2001,Historical novels,United Kingdom,97,2363,https://en.wikipedia.org/wiki/Sharpe%27s_Prey
Shooting Sean,Colin Bateman,2001,1,8 May 2001| (|2001-05-08|),"Crime; ,; Dark comedy",United Kingdom,31,1876,https://en.wikipedia.org/wiki/Shooting_Sean
Shopaholic Abroad,Sophie Kinsella,2001,28,2001,,,27,4497,https://en.wikipedia.org/wiki/Shopaholic_Abroad
The Shrimp,Emily Smith,2001,1,"January 1, 2001",,,8,850,https://en.wikipedia.org/wiki/The_Shrimp
The Siege,Helen Dunmore,2001,179,June 2001,Historical fiction,United Kingdom,24,1846,https://en.wikipedia.org/wiki/The_Siege_(Dunmore_novel)
Slaves of the Mastery,William Nicholson,2001,28,2001,Children's; Fantasy novel,United Kingdom,42,1956,https://en.wikipedia.org/wiki/Slaves_of_the_Mastery
Sleepovers,Jacqueline Wilson,2001,28,2001,,,56,1801,https://en.wikipedia.org/wiki/Sleepovers_(book)
The Slow Empire,Dave Stone,2001,209,July 2001,,,393,4770,https://en.wikipedia.org/wiki/The_Slow_Empire
Something More,Paul Cornell,2001,28,2001,Science fiction; novel,United Kingdom,9,518,https://en.wikipedia.org/wiki/Something_More_(novel)
Stone and Sun,Graham Edwards,2001,362,December 2001,Fantasy novel,United Kingdom,12,775,https://en.wikipedia.org/wiki/Stone_and_Sun
Stop the Train,Geraldine McCaughrean,2001,291,18 October 2001,Historical fiction,United Kingdom,9,1148,https://en.wikipedia.org/wiki/Stop_the_Train
Storm Catchers,Tim Bowler,2001,181,30 June 2001,Young adult,United Kingdom,18,1125,https://en.wikipedia.org/wiki/Storm_Catchers
Superior Beings,Nick Walters,2001,179,June 2001,,,430,4637,https://en.wikipedia.org/wiki/Superior_Beings
The Sweetest Dream,Doris Lessing,2001,28,2001,,United Kingdom,44,1641,https://en.wikipedia.org/wiki/The_Sweetest_Dream
The Taggerung,Brian Jacques,2001,28,2001,Animal/Fantasy,United Kingdom,51,2935,https://en.wikipedia.org/wiki/The_Taggerung
Thief of Time,Terry Pratchett,2001,28,2001,Fantasy,,177,3384,https://en.wikipedia.org/wiki/Thief_of_Time
Three to See the King,Magnus Mills,2001,155,4 June 2001,Parable; [1],United Kingdom,27,1159,https://en.wikipedia.org/wiki/Three_to_See_the_King
Translated Accounts,James Kelman,2001,28,2001,,Scotland,21,971,https://en.wikipedia.org/wiki/Translated_Accounts
The Treatment,Mo Hayder,2001,155,4 June 2001,Thriller,UK,8,992,https://en.wikipedia.org/wiki/The_Treatment_(novel)
Twelve Bar Blues,Patrick Neate,2001,28,2001,Historical novel,United Kingdom,10,728,https://en.wikipedia.org/wiki/Twelve_Bar_Blues_(novel)
(Un)arranged Marriage,Bali Rai,2001,123,3 May 2001,Young adult fiction,,16,681,https://en.wikipedia.org/wiki/(Un)arranged_Marriage
Vanishing Point,Stephen Cole,2001,118,April 2001,,,392,4478,https://en.wikipedia.org/wiki/Vanishing_Point_(Cole_novel)
Warlock,Wilbur Smith,2001,28,2001,Fiction,,58,1953,https://en.wikipedia.org/wiki/Warlock_(Smith_novel)
White Trash,John King,2001,28,2001,,England,14,1207,https://en.wikipedia.org/wiki/White_Trash_(novel)
The Year of Intelligent Tigers,Kate Orman,2001,179,June 2001,,,393,4556,https://en.wikipedia.org/wiki/The_Year_of_Intelligent_Tigers
69 Things to Do with a Dead Princess,Stewart Home,2002,128,8 May 2002 (|Canongate|),Fiction,United Kingdom,82,2342,https://en.wikipedia.org/wiki/69_Things_to_Do_with_a_Dead_Princess
Abarat,Clive Barker,2002,244,1 September 2002,Fantasy novel,United Kingdom,90,2373,https://en.wikipedia.org/wiki/Abarat
Allies of the Night,Darren Shan,2002,1,"4 November 2002 (UK)
                  31 August 2004 (US)","Young adult; ,; Horror novel",United Kingdom,38,1802,https://en.wikipedia.org/wiki/Allies_of_the_Night
Altered Carbon,Richard K. Morgan,2002,59,28 February 2002,"Science fiction; ,; mystery",United Kingdom,148,3907,https://en.wikipedia.org/wiki/Altered_Carbon
The Amazon Temple Quest,Katherine Roberts,2002,336,2 December 2002,Fantasy,United Kingdom,15,844,https://en.wikipedia.org/wiki/The_Amazon_Temple_Quest
Anachrophobia,Jonathan Morris,2002,63,4 March 2002,,,395,6041,https://en.wikipedia.org/wiki/Anachrophobia
And Then You Die,Michael Dibdin,2002,91,"April 1, 2002","Crime; ,; Mystery novel",United Kingdom,18,1220,https://en.wikipedia.org/wiki/And_Then_You_Die_(novel)
Any Human Heart,William Boyd,2002,1,2002| (|2002|),Realism,United Kingdom,111,5651,https://en.wikipedia.org/wiki/Any_Human_Heart
As It Happened,David Storey,2002,28,2002,,United Kingdom,5,440,https://en.wikipedia.org/wiki/As_It_Happened_(novel)
The Autograph Man,Zadie Smith,2002,255,12 September 2002,,United Kingdom,30,1903,https://en.wikipedia.org/wiki/The_Autograph_Man
The Babes in the Wood,Ruth Rendell,2002,28,2002,Crime novel,United Kingdom,73,1907,https://en.wikipedia.org/wiki/The_Babes_in_the_Wood
The Babylon Game,Katherine Roberts,2002,63,4 March 2002,Fantasy,United Kingdom,14,847,https://en.wikipedia.org/wiki/The_Babylon_Game
BLACKBOX: A Novel in 840 Chapters,Nick Walker,2002,127,7 May |2002,,United Kingdom,4,549,https://en.wikipedia.org/wiki/Blackbox_(novel)
The Blood Doctor,Barbara Vine (; Ruth Rendell; ),2002,157,6 June 2002,Crime; /; Mystery novel,United Kingdom,71,1789,https://en.wikipedia.org/wiki/The_Blood_Doctor
The Book of the Still,Paul Ebbs,2002,148,May 2002,,,392,4498,https://en.wikipedia.org/wiki/The_Book_of_the_Still
The Book of the War,Lawrence Miles; et al.,2002,28,2002,Science fiction,United States,34,1341,https://en.wikipedia.org/wiki/The_Book_of_the_War
Born Confused,Tanuja Desai Hidier,2002,1,"UK: October 1, 2002 | US: July 1, 2003",Young adult fiction,United Kingdom,13,1766,https://en.wikipedia.org/wiki/Born_Confused
Break Point,Rosie Rushton,2002,73,14 March 2002,Young adult literature,Great Britain,16,1904,https://en.wikipedia.org/wiki/Break_Point_(novel)
British Summertime,Paul Cornell,2002,28,2002,Science fiction,United Kingdom,7,896,https://en.wikipedia.org/wiki/British_Summertime_(novel)
The Business of Dying,Simon Kernick,2002,28,2002,Crime thriller,United Kingdom,11,1092,https://en.wikipedia.org/wiki/The_Business_of_Dying
Camera Obscura,Lloyd Rose,2002,240,August 2002,,,408,5440,https://en.wikipedia.org/wiki/Camera_Obscura_(novel)
Castles Made of Sand,Gwyneth Jones,2002,28,2002,Science fiction,United Kingdom,10,1272,https://en.wikipedia.org/wiki/Castles_Made_of_Sand_(novel)
Coco and Igor,Chris Greenhalgh,2002,182,1 July 2002,Historical fiction,United Kingdom,9,1447,https://en.wikipedia.org/wiki/Coco_and_Igor
Cold Tom,Sally Prue,2002,31,31 January 2002,Fantasy novel,United Kingdom,14,1018,https://en.wikipedia.org/wiki/Cold_Tom
Combat Rock,Mick Lewis,2002,183,2 July 2002,,,406,4897,https://en.wikipedia.org/wiki/Combat_Rock_(novel)
Coraline,Neil Gaiman,2001,183,2 July 2002|[1],"Horror; ,; Dark fantasy; ,; Children's novel",United Kingdom,422,8001,https://en.wikipedia.org/wiki/Coraline
The Crimson Petal and the White,Michel Faber,2002,28,2002,,,30,1661,https://en.wikipedia.org/wiki/The_Crimson_Petal_and_the_White
The Crooked World,Steve Lyons,2002,179,June 2002,,,395,4849,https://en.wikipedia.org/wiki/The_Crooked_World
The Cutting Room,Louise Welsh,2002,28,2002,Crime; /; Literary fiction,Scotland,21,1136,https://en.wikipedia.org/wiki/The_Cutting_Room_(novel)
Damned Good Show,Derek Robinson,2002,28,2002,War novel,United Kingdom,15,1006,https://en.wikipedia.org/wiki/Damned_Good_Show
Dancing in My Nuddy-Pants!,Louise Rennison,2002,28,2002,Teen age girl novel,Great Britain,16,1467,https://en.wikipedia.org/wiki/Dancing_in_my_Nuddy-Pants
Dead Air,Iain Banks,2002,28,2002,,Scotland,41,1638,https://en.wikipedia.org/wiki/Dead_Air_(novel)
"Dorian, an Imitation",Will Self,2002,269,26 September 2002,,United Kingdom,60,2002,"https://en.wikipedia.org/wiki/Dorian,_an_Imitation"
The Dream of Scipio,Iain Pears,2002,28,2002,"Historical; ,; Mystery",United Kingdom,11,1322,https://en.wikipedia.org/wiki/The_Dream_of_Scipio_(novel)
The Edge,Alan Gibbons,2002,190,9 July 2002,Young adult novel,United Kingdom,21,1580,https://en.wikipedia.org/wiki/The_Edge_(novel)
Elfsorrow,James Barclay,2002,28,2002,Fantasy novel,England,6,617,https://en.wikipedia.org/wiki/Elfsorrow
Evolution,Stephen Baxter,2002,28,2002,Science fiction; novel,United Kingdom,82,3862,https://en.wikipedia.org/wiki/Evolution_(Baxter_novel)
Exodus,Julie Bertagna,2002,240,August 2002,,,20,1141,https://en.wikipedia.org/wiki/Exodus_(Bertagna_novel)
The Face,Phil Whitaker,2002,28,2002,,,10,667,https://en.wikipedia.org/wiki/The_Face_(Whitaker_novel)
The Facts of Life,Graham Joyce,2002,362,December 2002,Historical fantasy,United Kingdom,103,3565,https://en.wikipedia.org/wiki/The_Facts_of_Life_(Joyce_novel)
Feather boy,Nicky Singer,2002,1,1 January 2002,Children's,United Kingdom,45,1339,https://en.wikipedia.org/wiki/Feather_Boy
Fingersmith,Sarah Waters,2002,35,4 February 2002,"Crime novel; ,; historical fiction; ,; gothic fiction",United Kingdom,79,4253,https://en.wikipedia.org/wiki/Fingersmith_(novel)
Firesong,William Nicholson,2003,148,28/05/2003,Children's; Fantasy novel,United Kingdom,39,1629,https://en.wikipedia.org/wiki/Firesong
Firing the Cathedral,Michael Moorcock,2002,28,2002,Literary fiction; novella,United Kingdom,78,1620,https://en.wikipedia.org/wiki/Firing_the_Cathedral
Flood,Richard Doyle,2002,305,1 November 2002,Thriller novel,United Kingdom,7,1101,https://en.wikipedia.org/wiki/Flood_(Doyle_novel)
Fox Evil,Minette Walters,2002,312,8 November 2002,Crime; /; Mystery novel,United Kingdom,59,2281,https://en.wikipedia.org/wiki/Fox_Evil
The Great Hydration,Barrington J. Bayley,2002,1,"2002 (|Print on demand|), April 2005",Science fiction,United States,26,1203,https://en.wikipedia.org/wiki/The_Great_Hydration
Heritage,Dale Smith,2002,301,October 2002,,,432,5791,https://en.wikipedia.org/wiki/Heritage_(novel)
High Society,Ben Elton,2002,311,7 November 2002,Novel,United Kingdom,49,1847,https://en.wikipedia.org/wiki/High_Society_(novel)
History 101,Mags L Halliday,2002,209,July 2002,,,445,5334,https://en.wikipedia.org/wiki/History_101_(novel)
The Hollow Chocolate Bunnies of the Apocalypse,Robert Rankin,2002,28,2002,Fantasy,United Kingdom,12,919,https://en.wikipedia.org/wiki/The_Hollow_Chocolate_Bunnies_of_the_Apocalypse
Hope,Mark Clapham,2002,59,February 2002,,,392,5466,https://en.wikipedia.org/wiki/Hope_(Clapham_novel)
The Horse with My Name,Colin Bateman,2002,1,5 August 2002| (|2002-08-05|),"Crime; ,; Dark comedy",United Kingdom,31,1601,https://en.wikipedia.org/wiki/The_Horse_with_My_Name
How to Be Good,Nick Hornby,2001,151,31 May 2001,Novel,England,41,1335,https://en.wikipedia.org/wiki/How_to_Be_Good
"I, Lucifer",Glen Duncan,2002,28,2002,Supernatural fiction,,17,1292,"https://en.wikipedia.org/wiki/I,_Lucifer_(Duncan_novel)"
If Nobody Speaks of Remarkable Things,Jon McGregor,2002,28,2002,,United Kingdom,107,2547,https://en.wikipedia.org/wiki/If_Nobody_Speaks_of_Remarkable_Things
The Impressionist,Hari Kunzru,2002,28,2002,Historical novel,United Kingdom,24,1062,https://en.wikipedia.org/wiki/The_Impressionist
In Arcadia,Ben Okri,2002,28,2002,Fiction,United Kingdom,13,597,https://en.wikipedia.org/wiki/In_Arcadia
The Infinity Race,Simon Messingham,2002,332,November 2002,,,393,4549,https://en.wikipedia.org/wiki/The_Infinity_Race
The Jupiter Myth,Lindsey Davis,2002,28,2002,Historical mystery; crime novel,United Kingdom,50,2704,https://en.wikipedia.org/wiki/The_Jupiter_Myth
The Kalahari Typing School for Men,Alexander McCall Smith,2002,28,2002,"Detective; ,; Mystery novel",Scotland,44,2883,https://en.wikipedia.org/wiki/The_Kalahari_Typing_School_for_Men
The Last of the Sky Pirates,"Paul Stewart; ,; Chris Riddell",2002,244,1 September 2002,"Children's; ,; Fantasy",United Kingdom,19,2039,https://en.wikipedia.org/wiki/The_Last_of_the_Sky_Pirates
The Last Wolf,Michael Morpurgo,2002,1,1 January 2002,Children's,United Kingdom,7,1025,https://en.wikipedia.org/wiki/The_Last_Wolf
Light,M. John Harrison,2002,304,31 October 2002,,United Kingdom,72,3601,https://en.wikipedia.org/wiki/Light_(novel)
Lost in a Good Book,Jasper Fforde,2002,28,2002,"Alternate history; ,; Fantasy novel",United Kingdom,54,2357,https://en.wikipedia.org/wiki/Lost_in_a_Good_Book
Lucas,Kevin Brooks,2003,28,2003,Realistic Fiction,United Kingdom,15,1656,https://en.wikipedia.org/wiki/Lucas_(novel)
Mad Dogs and Englishmen,Paul Magrs,2002,28,January 2002,,,399,5184,https://en.wikipedia.org/wiki/Mad_Dogs_and_Englishmen_(novel)
The Man with the Red Tattoo,Raymond Benson,2002,122,2 May 2002,Spy fiction,United Kingdom,122,2425,https://en.wikipedia.org/wiki/The_Man_with_the_Red_Tattoo
Martyn Pig,Kevin Brooks,2002,91,1 April 2002 |The Chicken House,Thriller; novel,United Kingdom,35,4025,https://en.wikipedia.org/wiki/Martyn_Pig
Midnight Runner,Jack Higgins,2002,59,February 2002,Thriller novel,United Kingdom,20,711,https://en.wikipedia.org/wiki/Midnight_Runner
Misspent Youth,Peter F. Hamilton,2002,28,2002,,,25,2031,https://en.wikipedia.org/wiki/Misspent_Youth
Molly Moon's Incredible Book of Hypnotism,Georgia Byng,2002,28,2002,Children's novel; Fantasy fiction,"UK, US",25,2981,https://en.wikipedia.org/wiki/Molly_Moon%27s_Incredible_Book_of_Hypnotism
